,Text#,Type,Issued,Title,Language,Authors,Bookshelves,BookId
3914,12002,Text,2004-04-01,"Review of the Work of Mr John Stuart Mill Entitled, 'Examination of Sir William Hamilton's Philosophy.'",en,"Grote, George, 1794-1871",Philosophy,3914
3915,12004,Text,2004-04-01,Essays on some unsettled Questions of Political Economy,en,"Mill, John Stuart, 1806-1873",Philosophy,3915
3916,12005,Text,2004-04-01,Les Chants de Maldoror,fr,"LautrÃ©amont, comte de, 1846-1870",FR LittÃ©rature,3916
3917,12007,Text,2004-04-01,Cousin Hatty's Hymns and Twilight Stories,en,"Crosby, William, 1818-1907 [Publisher]; Nichols, H. P. [Publisher]",Christianity,3917
3918,12011,Text,2004-04-01,"Monsieur Parent, et autres histoires courtes",fr,"Maupassant, Guy de, 1850-1893",FR Nouvelles,3918
3919,12012,Text,2004-04-01,Drei GaugÃ¶ttinnen,de,"Rochholz, Ernst Ludwig, 1809-1892",DE Sachbuch,3919
3920,12013,Text,2004-04-01,"My Year of the War
Including an Account of Experiences with the Troops in France and the Record of a Visit to the Grand Fleet Which is Here Given for the First Time in its Complete Form",en,"Palmer, Frederick, 1873-1958",World War I,3920
3921,12014,Text,2004-04-01,The Lives of the Poets of Great Britain and Ireland (1753) Volume IV.,en,"Cibber, Theophilus, 1703-1758",Biographies,3921
3922,12015,Text,2004-04-01,Love under Fire,en,"Parrish, Randall, 1858-1923; Kimball, Alonzo, 1874-1923 [Illustrator]",US Civil War,3922
3923,12016,Text,2004-04-01,The Merchant of Berlin: An Historical Novel,en,"MÃ¼hlbach, L. (Luise), 1814-1873; Coffin, Amory, 1813-1884 [Translator]",Germany,3923
3924,12017,Text,2004-04-01,"The Mirror of Literature, Amusement, and Instruction. Volume 13 â Index to Volume 13",en,Various,"The Mirror of Literature, Amusement, and Instruction",3924
3925,12018,Text,2004-04-01,"Notes and Queries, Number 17, February 23, 1850",en,Various,Notes and Queries,3925
3926,12019,Text,2004-04-01,Queen Hortense: A Life Picture of the Napoleonic Era,en,"MÃ¼hlbach, L. (Luise), 1814-1873; Coleman, Chapman, Mrs., 1813-1891 [Translator]",France,3926
3927,12023,Text,2004-07-15,"The Atlantic Monthly, Volume 11, No. 66, April, 1863
A Magazine of Literature, Art, and Politics",en,Various,The Atlantic Monthly,3927
3928,12027,Text,2004-04-01,Crime: Its Cause and Treatment,en,"Darrow, Clarence, 1857-1938",Crime Nonfiction,3928
3929,12031,Text,2004-04-01,Collected Poems 1901-1918 in Two Volumes. Volume I.,en,"De la Mare, Walter, 1873-1956",Poetry,3929
3930,12032,Text,2004-04-01,Collected Poems 1901-1918 in Two Volumes. Volume II.,en,"De la Mare, Walter, 1873-1956",Poetry,3930
3931,12036,Text,2004-04-01,"Hygeia, a City of Health",en,"Richardson, Benjamin Ward, 1828-1896",Medicine,3931
3932,12043,Text,2004-04-01,"Punch, or the London Charivari, Volume 153, August 1, 1917.",en,Various,Punch,3932
3933,12046,Text,2004-04-01,"Narrative of a Survey of the Intertropical and Western Coasts of Australia â Vol. 2
Performed between the years 1818 and 1822",en,"King, Philip Parker, 1793-1856",Australia,3933
3934,12053,Text,2004-04-01,Gladius Dei; Schwere Stunde,de,"Mann, Thomas, 1875-1955",DE Prosa,3934
3935,12054,Text,2004-04-01,"The Mirror of Literature, Amusement, and Instruction. Volume 20, No. 571 (Supplementary Number)",en,Various,"The Mirror of Literature, Amusement, and Instruction",3935
3936,12055,Text,2004-04-01,"Slave Narratives: A Folk History of Slavery in the United States from Interviews with Former Slaves, Volume IX, Mississippi Narratives",en,United States. Work Projects Administration,Slavery,3936
3937,12058,Text,2004-04-01,"The Mahabharata of Krishna-Dwaipayana Vyasa Translated into English Prose 
Virata Parva",en,"Ganguli, Kisari Mohan [Translator]",Best Books Ever Listings; Hinduism,3937
3938,12060,Text,2004-04-01,"The German Classics of the Nineteenth and Twentieth Centuries, Volume 04
Masterpieces of German Literature Translated into English. in Twenty Volumes",en,"HÃ¶lderlin, Friedrich, 1770-1843 [Contributor]; Humboldt, Wilhelm von, 1767-1835 [Contributor]; Jean Paul, 1763-1825 [Contributor]; Kleist, Heinrich von, 1777-1811 [Contributor]; Novalis, 1772-1801 [Contributor]; Schlegel, August Wilhelm von, 1767-1845 [Contributor]; Schlegel, Friedrich von, 1772-1829 [Contributor]; Tieck, Ludwig, 1773-1853 [Contributor]; Francke, Kuno, 1855-1930 [Editor]",Germany,3938
3939,12061,Text,2004-04-01,"Dio's Rome, Volume 6
An Historical Narrative Originally Composed in Greek During the Reigns of Septimius Severus, Geta and Caracalla, Macrinus, Elagabalus and Alexander Severus: and Now Presented in English Form",en,"Cassius Dio Cocceianus; Foster, Herbert Baldwin, 1874-1906 [Translator]",Classical Antiquity,3939
3940,12063,Text,2004-04-01,"The Mirror of Literature, Amusement, and Instruction. Volume 14, No. 388, September 5, 1829",en,Various,"The Mirror of Literature, Amusement, and Instruction",3940
3941,12064,Text,2004-04-01,Notes of an Overland Journey Through France and Egypt to Bombay,en,"Roberts, Emma, 1794?-1840",Travel,3941
3942,12065,Text,2004-04-01,Trois contes,fr,"Flaubert, Gustave, 1821-1880",FR LittÃ©rature; FR Nouvelles,3942
3943,12066,Text,2004-04-01,"The Atlantic Monthly, Volume 09, No. 52, February, 1862
A Magazine of Literature, Art, and Politics",en,Various,The Atlantic Monthly,3943
3944,12069,Text,2004-04-01,Joe Tilden's Recipes for Epicures,en,"Tilden, Joe",Cookbooks and Cooking,3944
3945,12072,Text,2004-04-01,Contes des fÃ©es,fr,"BonniÃ¨res, Robert de, 1850-1905",FR Jeunesse,3945
3946,12075,Text,2004-04-01,KriegsbÃ¼chlein fÃ¼r unsere Kinder,de,"Sapper, Agnes, 1852-1929",DE Kinderbuch,3946
3947,12079,Text,2004-04-01,"Punch, or the London Charivari, Volume 156, May 7, 1919.",en,Various,Contemporary Reviews; Punch,3947
3948,12080,Text,2004-04-01,Contes irrÃ©vÃ©rencieux,fr,"Silvestre, Armand, 1837-1901; Kauffmann, P. [Illustrator]",FR Nouvelles,3948
3949,12083,Text,2004-04-01,"Eric; Or, Little by Little",en,"Farrar, F. W. (Frederic William), 1831-1903",School Stories,3949
3950,12087,Text,2004-04-01,"The American Missionary â Volume 42, No. 04, April, 1888",en,Various,The American Missionary,3950
3951,12090,Text,2004-04-01,The Lives of the Poets of Great Britain and Ireland (1753) Volume V.,en,"Cibber, Theophilus, 1703-1758",Biographies,3951
3952,12091,Text,2004-04-01,"The Camp Fire Girls at Long Lake; Or, Bessie King in Summer Camp",en,"Stewart, Jane L.",Children's Book Series,3952
3953,12097,Text,2004-04-01,"The Atlantic Monthly, Volume 09, No. 54, April, 1862
A Magazine of Literature, Art, and Politics",en,Various,The Atlantic Monthly,3953
3954,12101,Text,2004-04-01,"A Social History of the American Negro
Being a History of the Negro Problem in the United States. Including A History and Study of the Republic of Liberia",en,"Brawley, Benjamin Griffith, 1882-1939",Slavery,3954
3955,12103,Text,2004-04-01,The Tale of Mrs. Tiggy-Winkle,en,"Potter, Beatrix, 1866-1943",Children's Picture Books,3955
3956,12105,Text,2004-04-01,La lutte pour la santÃ©: essai de pathologie gÃ©nÃ©rale,fr,"Burlureaux, Charles, 1851-1927",FR Sciences et Techniques,3956
3957,12107,Text,2004-04-01,"The Atlantic Monthly, Volume 09, No. 55, May, 1862
A Magazine of Literature, Art, and Politics",en,Various,The Atlantic Monthly,3957
3958,12108,Text,2004-04-01,Der Tod in Venedig,de,"Mann, Thomas, 1875-1955",Italy; DE Prosa,3958
3959,12109,Text,2004-04-01,"The House That Jack Built
One of R. Caldecott's Picture Books",en,"Caldecott, Randolph, 1846-1886",Children's Picture Books,3959
3960,12112,Text,2004-04-01,The Boy Scouts of the Eagle Patrol,en,"Goldfrap, John Henry, 1879-1917",Children's Book Series,3960
3961,12113,Text,2004-04-01,Eine vornehme Frau,de,"Heiberg, Hermann, 1840-1910",DE Prosa,3961
3962,12114,Text,2004-04-01,"Punch, or the London Charivari, Volume 156, May 14, 1919",en,Various,Punch,3962
3963,12115,Text,2004-04-01,"Discoveries in Australia, Volume 1.
With an Account of the Coasts and Rivers Explored and Surveyed During
The Voyage of H.M.S. Beagle, in the Years 1837-38-39-40-41-42-43.
By Command of the Lords Commissioners of the Admiralty. Also a Narrative
Of Captain Owen Stanley's Visits to the Islands in the Arafura Sea.",en,"Stokes, John Lort, 1811-1885",Australia,3963
3964,12116,Text,2004-04-01,Struwwelpeter: Merry Stories and Funny Pictures,en,"Hoffmann, Heinrich, 1809-1894",Children's Picture Books,3964
3965,12118,Text,2004-04-01,"The American Missionary â Volume 42, No. 05, May, 1888",en,Various,The American Missionary,3965
3966,12120,Text,2004-04-01,Nouveaux contes bleus,fr,"Laboulaye, Ãdouard, 1811-1883",FR Contes,3966
3967,12122,Text,2004-04-01,"The Monkey's Paw
The Lady of the Barge and Others, Part 2.",en,"Jacobs, W. W. (William Wymark), 1863-1943",Gothic Fiction,3967
3968,12134,Text,2004-04-01,"The American Missionary â Volume 42, No. 06, June, 1888",en,Various,The American Missionary,3968
3969,12137,Text,2004-04-01,La LÃ©gende des SiÃ¨cles,en; fr,"Hugo, Victor, 1802-1885",FR PoÃ©sie,3969
3970,12139,Text,2004-04-01,"The Gringos
A Story Of The Old California Days In 1849",en,"Bower, B. M., 1871-1940; Fischer, Anton Otto, 1882-1962 [Illustrator]",Western,3970
3971,12140,Text,2004-04-01,Roman Farm Management: The Treatises of Cato and Varro,en,"Cato, Marcus Porcius, 234 BCE-149 BCE; Varro, Marcus Terentius; Harrison, Fairfax, 1869-1938 [Translator]",Classical Antiquity,3971
3972,12146,Text,2004-04-01,"Discoveries in Australia, Volume 2
Discoveries in Australia; with an Account of the Coasts and Rivers
Explored and Surveyed During the Voyage of H.M.S. Beagle, in The
Years 1837-38-39-40-41-42-43. By Command of the Lords Commissioners
Of the Admiralty. Also a Narrative of Captain Owen Stanley's Visits
To the Islands in the Arafura Sea",en,"Stokes, John Lort, 1811-1885",Australia,3972
3973,12147,Text,2004-04-01,"The Mirror of Literature, Amusement, and Instruction. Volume 20, No. 565, September 8, 1832",en,Various,"The Mirror of Literature, Amusement, and Instruction",3973
3974,12163,Text,2004-04-01,"The Sleeper Awakes
A Revised Edition of When the Sleeper Wakes",en,"Wells, H. G. (Herbert George), 1866-1946",Science Fiction,3974
3975,12169,Text,2004-04-01,"Sakoontala; Or, The Lost Ring: An Indian Drama",en,"Kalidasa; Monier-Williams, Monier, Sir, 1819-1899 [Translator]",Best Books Ever Listings; India,3975
3976,12174,Text,2004-04-01,Baccara,fr,"Malot, Hector, 1830-1907",FR LittÃ©rature,3976
3977,12176,Text,2004-04-01,The Gate of the Giant Scissors,en,"Johnston, Annie F. (Annie Fellows), 1863-1931; Barry, Etheldred B. (Etheldred Breeze), 1870- [Illustrator]",Children's Book Series,3977
3978,12185,Text,2004-04-01,My Home in the Field of Honor,en,"Huard, Frances Wilson, 1885-1969","Bestsellers, American, 1895-1923",3978
3979,12187,Text,2004-04-01,The Mystery of 31 New Inn,en,"Freeman, R. Austin (Richard Austin), 1862-1943",Detective Fiction,3979
3980,12190,Text,2004-04-01,The Adventures of Captain Horn,en,"Stockton, Frank Richard, 1834-1902","Bestsellers, American, 1895-1923",3980
3981,12192,Text,2004-04-01,The Long Shadow,en,"Bower, B. M., 1871-1940; Rowe, Clarence H. (Clarence Herbert), 1878-1930 [Illustrator]",Western,3981
3982,12198,Text,2004-04-01,"Notes and Queries, Number 22, March 30, 1850",en,Various,Notes and Queries,3982
3983,12216,Text,2004-04-01,"The Pirates Own Book
Authentic Narratives of the Most Celebrated Sea Robbers",en,"Ellms, Charles","Pirates, Buccaneers, Corsairs, etc.",3983
3984,12220,Text,2004-04-01,Rada: A Drama of War in One Act,en,"Noyes, Alfred, 1880-1958",One Act Plays,3984
3985,12225,Text,2004-05-01,Tales of lonely trails,en,"Grey, Zane, 1872-1939",Western,3985
3986,12227,Text,2004-05-01,Child's First Picture Book,en,Anonymous,Children's Picture Books,3986
3987,12230,Text,2004-05-01,"Åuvres de NapolÃ©on Bonaparte, Tome I.",fr,"Napoleon I, Emperor of the French, 1769-1821; Panckoucke, C. L. F. (Charles Louis Fleury), 1780-1844 [Editor]",France; FR Guerres,3987
3988,12231,Text,2004-05-01,"Punch, or the London Charivari, Volume 156, May 21, 1919",en,Various,Punch,3988
3989,12232,Text,2004-05-01,"Punch, or the London Charivari, Volume 156, May 28, 1919",en,Various,Punch,3989
3990,12233,Text,2004-05-01,Stonewall Jackson and the American Civil War,en,"Henderson, G. F. R. (George Francis Robert), 1854-1903; Wolseley, Garnet Wolseley, Viscount, 1833-1913 [Author of introduction, etc.]",US Civil War,3990
3991,12235,Text,2004-05-01,"Popular Law-making
A study of the origin, history, and present tendencies of law-making by statute",en,"Stimson, Frederic Jesup, 1855-1943",British Law,3991
3992,12238,Text,2004-05-01,"Science in the Kitchen
A Scientific Treatise On Food Substances and Their Dietetic Properties, Together with a Practical Explanation of the Principles of Healthful Cookery, and a Large Number of Original, Palatable, and Wholesome Recipes",en,"Kellogg, E. E. (Ella Ervilla), 1853-1920",Cookbooks and Cooking,3992
3993,12239,Text,2004-05-01,Dead Men's Money,en,"Fletcher, J. S. (Joseph Smith), 1863-1935",Detective Fiction,3993
3994,12242,Text,2004-05-01,"Poems by Emily Dickinson, Three Series, Complete",en,"Dickinson, Emily, 1830-1886",Bibliomania,3994
3995,12246,Text,2004-05-01,"Åuvres complÃ¨tes de FranÃ§ois Villon
Suivies d'un choix des poÃ©sies de ses disciples",fr,"Villon, FranÃ§ois, 1431-1463",FR PoÃ©sie,3995
3996,12247,Text,2004-05-01,Le Circuit de l'Est [programme],fr,Commune de Amiens/Nancy,FR Sports et loisirs,3996
3997,12250,Text,2004-05-01,Contes choisis de la famille,fr,"Grimm, Jacob, 1785-1863; Grimm, Wilhelm, 1786-1859",FR Contes,3997
3998,12251,Text,2004-05-01,Contes Ã  mes petites amies,fr,"Bouilly, Jean Nicolas, 1763-1842",FR Jeunesse,3998
3999,12252,Text,2004-05-01,"The Prose Works of Jonathan Swift, D.D. â Volume 03
Swift's Writings on Religion and the Church â Volume 1",en,"Swift, Jonathan, 1667-1745; Scott, Temple, 1864-1939 [Editor]",Politics; Christianity,3999
4000,12255,Text,2004-05-01,"The Egyptian Conception of Immortality
The Ingersoll Lecture, 1911",en,"Reisner, George Andrew, 1867-1942",Egypt,4000
4001,12258,Text,2004-05-01,"Histoire de la RÃ©volution franÃ§aise, Tome 09",fr,"Thiers, Adolphe, 1797-1877",FR Histoire,4001
4002,12259,Text,2004-05-01,"Memoirs of a Cavalier
A Military Journal of the Wars in Germany, and the Wars in England.
From the Year 1632 to the Year 1648.",en,"Defoe, Daniel, 1661?-1731",Historical Fiction; Germany,4002
4003,12261,Text,2004-05-01,"Balder the Beautiful, Volume I.
A Study in Magic and Religion: the Golden Bough, Part VII., The
Fire-Festivals of Europe and the Doctrine of the External Soul",en,"Frazer, James George, 1854-1941",Anthropology,4003
4004,12262,Text,2004-05-01,"Punch, or the London Charivari, Volume 99, September 27, 1890",en,Various,Punch,4004
4005,12263,Text,2004-05-01,"Blackwood's Edinburgh Magazine â Volume 53, No. 331, May, 1843",en,Various,Blackwood's Edinburgh Magazine,4005
4006,12266,Text,2004-05-01,Von Haparanda bis San Francisco: Reise-Erinnerungen,de,"Wasserzieher, Ernst, 1860-1927",United States; DE Sachbuch,4006
4007,12267,Text,2004-05-01,Aus meinem Leben â Erster Teil,de,"Bebel, August, 1840-1913",German Language Books; DE Prosa,4007
4008,12268,Text,2004-05-01,Hohe Sommertage: Neue Gedichte,de,"Falke, Gustav, 1853-1916",DE Lyrik,4008
4009,12269,Text,2004-05-01,Wee Macgreegor Enlists,en,"Bell, J. J. (John Joy), 1871-1934",World War I,4009
4010,12271,Text,2004-05-01,Contes littÃ©raires du bibliophile Jacob Ã  ses petits-enfants,fr,"Jacob, P. L., 1806-1884",FR Contes,4010
4011,12272,Text,2004-05-01,"The History of Puerto Rico
From the Spanish Discovery to the American Occupation",en,"Van Middeldyk, R. A. (Rudolph Adams), 1832-; Brumbaugh, Martin Grove, 1862-1930 [Editor]",Children's History,4011
4012,12273,Text,2004-05-01,Grevinde,de,"Heiberg, Hermann, 1840-1910",DE Prosa,4012
4013,12281,Text,2004-05-01,Cattle Brands: A Collection of Western Camp-Fire Stories,en,"Adams, Andy, 1859-1935",Western,4013
4014,12284,Text,2004-05-01,Anie,fr,"Malot, Hector, 1830-1907",FR LittÃ©rature,4014
4015,12285,Text,2004-05-01,"The Atlantic Monthly, Volume 07, No. 44, June, 1861
A Magazine of Literature, Art, and Politics",en,Various,The Atlantic Monthly,4015
4016,12286,Text,2004-05-01,"Flowers and Flower-Gardens
With an Appendix of Practical Instructions and Useful Information Respecting the Anglo-Indian Flower-Garden",en,"Richardson, David Lester, 1801-1865",Horticulture,4016
4017,12288,Text,2004-05-01,The Witchcraft Delusion in Colonial Connecticut (1647-1697),en,"Taylor, John M. (John Metcalf), 1845-1918",Witchcraft,4017
4018,12289,Text,2004-05-01,"Quelques Ã©crivains franÃ§ais: Flaubert, Zola, Hugo, Goncourt, Huysmans, etc.",fr,"Hennequin, Emile, 1858-1888",FR LittÃ©rature,4018
4019,12292,Text,2004-05-01,"Punch, or the London Charivari, Volume 99, July 26, 1890",en,Various,Punch,4019
4020,12293,Text,2004-05-01,Old Cookery Books and Ancient Cuisine,en,"Hazlitt, William Carew, 1834-1913",Cookbooks and Cooking,4020
4021,12294,Text,2004-05-01,"Punch, or the London Charivari, Volume 146, January 7, 1914",en,Various,Punch,4021
4022,12295,Text,2004-05-01,"Histoire de la RÃ©volution franÃ§aise, Tome 08",fr,"Thiers, Adolphe, 1797-1877",FR Histoire,4022
4023,12296,Text,2004-05-01,"Camps and Trails in China
A Narrative of Exploration, Adventure, and Sport in Little-Known China",en,"Andrews, Roy Chapman, 1884-1960; Andrews, Yvette Borup, 1891-1959",Children's History,4023
